dates,Open,High,low,close
1972-07-20,109,816,109,564
1972-07-21,348,348,336,341
1972-07-22,386,386,386,386
1972-07-23,279,279,226,267
1972-07-24,902,902,327,543
1972-07-25,809,809,716,791
1972-07-26,733,733,320,372
1972-07-27,706,706,706,706
1972-07-28,112,112,112,112
1972-07-29,887,887,79,153
1972-07-30,605,615,508,539
1972-07-31,180,570,180,231
1972-08-01,600,793,600,600
1972-08-02,468,468,439,444
1972-08-03,59,752,59,524
1972-08-04,751,751,90,357
1972-08-05,980,980,342,606
1972-08-06,789,789,729,773
1972-08-07,846,846,846,846
1972-08-08,320,320,320,320
1972-08-09,654,831,654,725
1972-08-10,113,800,113,597
1972-08-11,422,986,205,432
1972-08-12,231,306,231,275
1972-08-13,385,679,359,544
1972-08-14,831,831,34,336
1972-08-15,563,563,563,563
1972-08-16,835,835,187,597
1972-08-17,645,645,645,645
1972-08-18,630,630,630,630
1972-08-19,437,437,216,282
1972-08-20,986,986,173,204
1972-08-21,851,851,296,353
1972-08-22,428,464,428,462
1972-08-23,146,498,146,226
1972-08-24,544,747,141,343
1972-08-25,873,873,718,765
1972-08-26,23,96,23,52
1972-08-27,308,312,308,311
1972-08-28,210,857,210,324
1972-08-29,369,414,369,408
1972-08-30,941,941,356,843
1972-08-31,51,743,51,408
1972-09-01,66,154,66,154
1972-09-02,718,970,375,754
1972-09-03,215,733,215,591
1972-09-04,263,806,263,615
1972-09-05,362,658,362,645
1972-09-06,227,227,64,75
1972-09-07,321,321,321,321
1972-09-08,137,137,137,137
1972-09-09,458,458,458,458
1972-09-10,59,452,59,371
1972-09-11,473,473,473,473
1972-09-12,941,950,28,388
1972-09-13,534,534,398,456
1972-09-14,855,855,200,774
1972-09-15,700,700,261,481
1972-09-16,139,243,139,149
1972-09-17,884,884,506,693
1972-09-18,242,847,242,618
1972-09-19,676,676,676,676
1972-09-20,943,943,147,793
1972-09-21,909,909,69,773
1972-09-22,282,282,199,254
1972-09-23,855,855,370,430
1972-09-24,59,752,59,290
1972-09-25,331,426,331,357
1972-09-26,435,435,435,435
1972-09-27,771,771,340,369
1972-09-28,817,817,372,800
1972-09-29,454,454,454,454
1972-09-30,978,978,75,649
1972-10-01,20,937,20,668
1972-10-02,640,640,640,640
1972-10-03,551,653,96,306
1972-10-04,625,625,625,625
1972-10-05,72,759,72,576
1972-10-06,478,491,170,326
1972-10-07,808,808,574,630
1972-10-08,74,916,74,545
1972-10-09,324,652,324,549
1972-10-10,836,836,104,237
1972-10-11,558,558,39,501
1972-10-12,480,480,443,476
1972-10-13,841,841,707,782
1972-10-14,600,600,425,544
1972-10-15,803,803,605,631
1972-10-16,413,887,413,584
1972-10-17,998,998,807,918
1972-10-18,505,505,384,444
1972-10-19,474,561,474,534
1972-10-20,392,711,392,668
1972-10-21,951,951,450,588
1972-10-22,82,82,82,82
1972-10-23,105,854,105,434
1972-10-24,977,977,505,652
1972-10-25,32,263,32,75
1972-10-26,587,653,587,619
1972-10-27,649,649,392,500
1972-10-28,26,258,26,173
1972-10-29,105,554,105,355
1972-10-30,65,619,65,586
1972-10-31,3,244,3,41
1972-11-01,166,172,166,169
1972-11-02,37,878,37,123
1972-11-03,942,942,156,476
1972-11-04,484,808,346,755
1972-11-05,963,963,793,836
1972-11-06,795,931,551,677
1972-11-07,759,785,759,785
1972-11-08,853,853,313,461
1972-11-09,563,563,214,249
1972-11-10,503,503,503,503
1972-11-11,834,873,604,840
1972-11-12,793,793,367,417
1972-11-13,578,904,451,684
1972-11-14,611,611,611,611
1972-11-15,669,669,9,612
1972-11-16,309,816,309,528
1972-11-17,703,703,703,703
1972-11-18,550,699,550,624
1972-11-19,511,613,511,592
1972-11-20,717,717,717,717
1972-11-21,844,844,332,450
1972-11-22,873,873,248,253
1972-11-23,71,715,71,435
1972-11-24,573,718,573,690
1972-11-25,940,940,653,916
1972-11-26,979,979,949,963
1972-11-27,137,652,137,397
1972-11-28,978,978,16,285
1972-11-29,258,370,206,250
1972-11-30,933,933,543,911
1972-12-01,770,770,49,363
1972-12-02,946,946,583,663
1972-12-03,298,415,298,339
1972-12-04,479,773,20,622
1972-12-05,502,502,502,502
1972-12-06,739,739,667,714
1972-12-07,35,49,35,46
1972-12-08,638,638,638,638
1972-12-09,152,480,152,230
1972-12-10,0,824,0,622
1972-12-11,99,606,99,342
1972-12-12,387,387,247,310
1972-12-13,454,454,426,443
1972-12-14,70,976,70,303
1972-12-15,932,932,673,726
1972-12-16,24,426,24,337
1972-12-17,108,610,108,483
1972-12-18,852,852,852,852
1972-12-19,999,999,4,886
1972-12-20,146,240,146,206
1972-12-21,75,892,75,345
1972-12-22,715,715,10,509
1972-12-23,898,898,631,650
1972-12-24,753,753,753,753
1972-12-25,785,908,350,650
1972-12-26,318,346,318,325
1972-12-27,601,953,601,945
1972-12-28,972,972,523,525
1972-12-29,129,670,129,567
1972-12-30,427,427,254,306
1972-12-31,125,770,64,319
1973-01-01,675,675,514,661
1973-01-02,382,388,357,362
1973-01-03,751,751,186,538
1973-01-04,914,914,188,245
1973-01-05,491,491,491,491
1973-01-06,574,919,337,590
1973-01-07,279,584,279,365
1973-01-08,51,781,51,729
1973-01-09,370,528,370,488
1973-01-10,280,280,280,280
1973-01-11,114,293,6,138
1973-01-12,195,195,195,195
1973-01-13,509,670,413,582
1973-01-14,609,609,142,162
1973-01-15,528,528,503,520
1973-01-16,595,907,595,906
1973-01-17,776,776,229,485
1973-01-18,338,338,338,338
1973-01-19,545,545,545,545
1973-01-20,616,616,233,526
1973-01-21,19,416,19,136
1973-01-22,895,895,826,866
1973-01-23,794,944,369,401
1973-01-24,239,882,152,245
1973-01-25,324,519,324,507
1973-01-26,52,826,52,111
1973-01-27,925,925,424,543
1973-01-28,361,995,361,379
1973-01-29,654,654,14,534
1973-01-30,416,416,416,416
1973-01-31,182,895,182,773
1973-02-01,94,900,94,142
1973-02-02,439,439,439,439
1973-02-03,707,707,707,707
1973-02-04,902,902,857,887
1973-02-05,970,970,730,940
1973-02-06,388,388,388,388
1973-02-07,588,588,90,389
1973-02-08,427,985,45,315
1973-02-09,727,727,305,411
1973-02-10,513,513,383,398
1973-02-11,67,861,67,263
1973-02-12,836,836,643,814
1973-02-13,870,870,870,870
1973-02-14,809,809,14,538
1973-02-15,441,946,441,458
1973-02-16,437,437,271,342
1973-02-17,759,759,741,757
1973-02-18,255,704,161,309
1973-02-19,488,488,488,488
1973-02-20,316,795,316,770
1973-02-21,926,926,218,702
1973-02-22,556,617,556,613
1973-02-23,143,933,143,737
1973-02-24,96,143,96,133
1973-02-25,928,928,527,904
1973-02-26,425,437,425,425
1973-02-27,666,666,130,485
1973-02-28,84,403,84,282
1973-03-01,652,917,652,885
1973-03-02,302,302,259,296
1973-03-03,373,373,373,373
1973-03-04,988,988,7,142
1973-03-05,380,380,380,380
1973-03-06,741,849,181,811
1973-03-07,426,426,426,426
1973-03-08,637,964,387,843
1973-03-09,564,564,564,564
1973-03-10,526,526,526,526
1973-03-11,395,889,389,748
1973-03-12,557,557,129,410
1973-03-13,905,905,246,463
1973-03-14,662,801,37,581
1973-03-15,98,790,98,675
1973-03-16,471,726,435,723
1973-03-17,735,735,302,648
1973-03-18,342,342,142,232
1973-03-19,339,914,339,812
1973-03-20,398,398,156,338
1973-03-21,653,653,653,653
1973-03-22,149,232,149,177
1973-03-23,87,721,87,154
1973-03-24,626,677,626,670
1973-03-25,290,564,290,481
1973-03-26,410,578,410,484
1973-03-27,862,862,179,508
1973-03-28,69,855,69,748
1973-03-29,902,902,123,779
1973-03-30,955,955,411,639
1973-03-31,262,262,262,262
1973-04-01,64,661,64,592
1973-04-02,32,32,32,32
1973-04-03,68,749,68,519
1973-04-04,239,448,239,316
1973-04-05,56,269,56,218
1973-04-06,239,430,239,361
1973-04-07,842,842,346,798
1973-04-08,502,502,392,477
1973-04-09,101,753,101,522
1973-04-10,547,547,547,547
1973-04-11,60,113,60,107
1973-04-12,790,790,162,644
1973-04-13,39,915,39,604
1973-04-14,558,593,558,574
1973-04-15,193,268,193,199
1973-04-16,301,638,301,623
1973-04-17,134,200,134,184
1973-04-18,496,496,496,496
1973-04-19,174,174,174,174
1973-04-20,850,850,680,816
1973-04-21,651,805,274,672
1973-04-22,572,572,346,566
1973-04-23,184,184,184,184
1973-04-24,683,683,481,629
1973-04-25,779,779,599,750
1973-04-26,462,462,462,462
1973-04-27,465,534,465,506
1973-04-28,117,784,86,124
1973-04-29,750,750,84,740
1973-04-30,281,320,211,296
1973-05-01,751,751,751,751
1973-05-02,331,772,331,445
1973-05-03,389,574,389,493
1973-05-04,647,999,647,939
1973-05-05,342,342,342,342
1973-05-06,416,686,416,510
1973-05-07,208,968,70,332
1973-05-08,813,813,813,813
1973-05-09,630,756,537,568
1973-05-10,586,586,586,586
1973-05-11,759,759,617,649
1973-05-12,787,787,615,731
1973-05-13,357,357,182,202
1973-05-14,990,990,601,728
1973-05-15,753,917,428,880
1973-05-16,542,542,260,506
1973-05-17,452,710,452,539
1973-05-18,95,107,95,104
1973-05-19,55,60,12,17
1973-05-20,53,857,53,495
1973-05-21,319,319,319,319
1973-05-22,197,653,197,423
1973-05-23,391,878,391,781
1973-05-24,915,915,340,479
1973-05-25,330,646,330,626
1973-05-26,359,359,262,307
1973-05-27,24,601,24,374
1973-05-28,127,996,127,497
1973-05-29,943,943,122,635
1973-05-30,634,634,442,468
1973-05-31,864,864,596,619
1973-06-01,902,939,327,691
1973-06-02,167,775,167,656
1973-06-03,972,972,391,791
1973-06-04,816,861,179,416
1973-06-05,956,956,749,895
1973-06-06,236,236,211,225
1973-06-07,706,706,437,438
1973-06-08,327,327,327,327
1973-06-09,32,429,32,312
1973-06-10,96,96,96,96
1973-06-11,20,959,20,543
1973-06-12,961,961,279,606
1973-06-13,439,439,439,439
1973-06-14,973,973,178,692
1973-06-15,656,656,656,656
1973-06-16,932,932,231,671
1973-06-17,142,292,142,253
1973-06-18,839,839,235,758
1973-06-19,553,553,553,553
1973-06-20,577,670,302,536
1973-06-21,496,905,496,582
1973-06-22,139,225,32,110
1973-06-23,689,865,689,714
1973-06-24,918,918,346,864
1973-06-25,806,806,284,681
1973-06-26,457,457,177,238
1973-06-27,119,778,119,695
1973-06-28,661,661,661,661
1973-06-29,541,541,58,271
1973-06-30,698,980,698,912
1973-07-01,507,919,95,114
1973-07-02,876,876,846,872
1973-07-03,649,741,330,617
1973-07-04,265,870,121,712
1973-07-05,946,946,267,292
1973-07-06,435,476,435,466
1973-07-07,473,473,473,473
1973-07-08,793,793,793,793
1973-07-09,744,850,603,838
1973-07-10,433,877,416,595
1973-07-11,604,718,169,688
1973-07-12,532,780,194,665
1973-07-13,912,912,912,912
1973-07-14,540,540,471,498
1973-07-15,31,539,31,164
1973-07-16,896,896,168,524
1973-07-17,359,359,206,273
1973-07-18,162,907,162,725
1973-07-19,791,791,546,627
1973-07-20,884,884,13,768
1973-07-21,686,976,610,896
1973-07-22,402,726,402,587
1973-07-23,310,310,169,285
1973-07-24,469,894,101,476
1973-07-25,608,628,608,622
1973-07-26,903,903,241,599
1973-07-27,13,758,13,233
1973-07-28,572,613,416,595
1973-07-29,940,940,93,779
1973-07-30,597,597,597,597
1973-07-31,425,554,425,441
1973-08-01,437,797,437,512
1973-08-02,971,971,808,885
1973-08-03,389,703,389,486
1973-08-04,132,132,132,132
1973-08-05,48,445,48,98
1973-08-06,124,677,112,133
1973-08-07,506,506,147,466
1973-08-08,78,643,78,79
1973-08-09,179,301,179,202
1973-08-10,231,231,113,140
1973-08-11,578,916,184,298
1973-08-12,561,561,561,561
1973-08-13,516,516,371,404
1973-08-14,426,920,426,602
1973-08-15,368,534,151,363
1973-08-16,57,492,57,64
1973-08-17,510,510,510,510
1973-08-18,495,495,495,495
1973-08-19,613,613,269,573
1973-08-20,587,587,587,587
1973-08-21,524,853,225,686
1973-08-22,634,935,392,802
1973-08-23,13,677,13,53
1973-08-24,736,736,463,702
1973-08-25,948,950,206,643
1973-08-26,701,701,495,583
1973-08-27,273,273,61,185
1973-08-28,75,786,75,238
1973-08-29,693,693,693,693
1973-08-30,6,906,6,639
1973-08-31,722,722,722,722
1973-09-01,84,530,84,277
1973-09-02,113,354,113,208
1973-09-03,309,700,309,522
1973-09-04,309,484,309,412
1973-09-05,353,353,218,300
1973-09-06,53,748,53,572
1973-09-07,739,739,739,739
1973-09-08,643,643,643,643
1973-09-09,96,96,96,96
1973-09-10,962,962,585,591
1973-09-11,820,960,564,606
1973-09-12,392,647,78,296
1973-09-13,715,786,645,762
1973-09-14,981,981,758,855
1973-09-15,108,718,108,360
1973-09-16,387,387,387,387
1973-09-17,243,243,120,233
1973-09-18,393,393,231,252
1973-09-19,883,883,308,457
1973-09-20,151,314,151,156
1973-09-21,195,197,49,67
1973-09-22,935,935,125,375
1973-09-23,109,951,23,930
1973-09-24,447,601,380,502
1973-09-25,38,813,38,562
1973-09-26,346,539,346,427
1973-09-27,723,723,723,723
1973-09-28,270,270,80,89
1973-09-29,193,716,193,313
1973-09-30,774,774,320,740
1973-10-01,897,897,695,728
1973-10-02,849,849,50,240
1973-10-03,860,860,172,254
1973-10-04,10,200,10,90
1973-10-05,565,812,565,796
1973-10-06,823,823,90,485
1973-10-07,961,961,888,905
1973-10-08,446,488,446,457
1973-10-09,831,924,85,888
1973-10-10,36,530,36,148
1973-10-11,275,685,129,643
1973-10-12,83,255,83,126
1973-10-13,115,807,115,183
1973-10-14,36,529,36,288
1973-10-15,549,549,387,426
1973-10-16,415,663,245,468
1973-10-17,677,677,597,674
1973-10-18,352,352,352,352
1973-10-19,231,231,231,231
1973-10-20,829,829,829,829
1973-10-21,120,754,120,570
1973-10-22,581,581,262,424
1973-10-23,819,819,656,749
1973-10-24,444,548,444,497
1973-10-25,765,765,178,706
1973-10-26,378,541,374,456
1973-10-27,293,862,293,655
1973-10-28,993,993,102,209
1973-10-29,118,653,118,246
1973-10-30,349,492,349,468
1973-10-31,619,619,262,394
1973-11-01,114,647,114,246
1973-11-02,406,586,406,542
1973-11-03,868,868,749,775
1973-11-04,669,689,404,497
1973-11-05,401,544,401,455
1973-11-06,643,643,643,643
1973-11-07,891,891,287,383
1973-11-08,200,275,109,125
1973-11-09,575,838,575,763
1973-11-10,832,851,832,838
1973-11-11,768,768,687,696
1973-11-12,358,952,190,398
1973-11-13,81,173,81,102
1973-11-14,598,598,598,598
1973-11-15,157,506,157,353
1973-11-16,948,948,622,647
1973-11-17,60,923,60,345
1973-11-18,16,681,16,525
1973-11-19,73,512,73,398
1973-11-20,908,908,217,283
1973-11-21,324,324,324,324
1973-11-22,113,353,113,186
1973-11-23,28,818,28,790
1973-11-24,678,678,23,542
1973-11-25,864,864,406,606
1973-11-26,844,844,373,424
1973-11-27,353,531,253,415
1973-11-28,576,576,419,461
1973-11-29,875,875,206,208
1973-11-30,927,927,311,834
1973-12-01,357,357,357,357
1973-12-02,176,176,121,166
1973-12-03,448,624,348,488
1973-12-04,610,610,610,610
1973-12-05,90,226,90,105
1973-12-06,986,986,104,702
1973-12-07,672,672,229,264
1973-12-08,525,679,103,105
1973-12-09,718,718,36,442
1973-12-10,936,936,157,832
1973-12-11,82,627,82,122
1973-12-12,837,837,460,476
1973-12-13,930,930,879,918
1973-12-14,258,858,258,627
1973-12-15,382,382,382,382
1973-12-16,992,992,39,132
1973-12-17,519,788,519,525
1973-12-18,77,696,77,295
1973-12-19,78,620,78,150
1973-12-20,232,552,232,404
1973-12-21,866,866,95,268
1973-12-22,553,553,553,553
1973-12-23,420,805,420,736
1973-12-24,448,611,190,440
1973-12-25,737,737,456,459
1973-12-26,152,416,152,290
1973-12-27,282,738,30,583
1973-12-28,191,418,191,311
1973-12-29,438,809,423,786
1973-12-30,190,259,190,218
1973-12-31,309,819,309,405
1974-01-01,596,596,596,596
1974-01-02,266,807,266,420
1974-01-03,255,255,255,255
1974-01-04,235,235,235,235
1974-01-05,296,739,296,596
1974-01-06,200,322,200,227
1974-01-07,228,850,228,392
1974-01-08,787,787,787,787
1974-01-09,138,352,138,339
1974-01-10,530,530,5,15
1974-01-11,316,758,168,600
1974-01-12,13,143,13,16
1974-01-13,512,512,512,512
1974-01-14,592,592,578,591
1974-01-15,9,734,9,445
1974-01-16,144,413,144,290
1974-01-17,826,826,626,779
1974-01-18,868,935,367,687
1974-01-19,335,654,303,522
1974-01-20,365,569,365,530
1974-01-21,124,839,124,309
1974-01-22,502,795,84,422
1974-01-23,108,108,108,108
1974-01-24,23,852,23,40
1974-01-25,307,307,307,307
1974-01-26,468,468,468,468
1974-01-27,389,865,65,504
1974-01-28,847,847,537,601
1974-01-29,63,111,63,99
1974-01-30,81,859,81,539
1974-01-31,203,203,203,203
1974-02-01,433,714,5,316
1974-02-02,292,650,292,501
1974-02-03,404,674,404,428
1974-02-04,132,132,132,132
1974-02-05,461,461,233,383
1974-02-06,31,640,31,573
1974-02-07,515,515,134,411
1974-02-08,364,364,38,266
1974-02-09,418,418,418,418
1974-02-10,384,470,384,419
1974-02-11,771,771,771,771
1974-02-12,793,811,239,244
1974-02-13,364,766,364,398
1974-02-14,152,152,152,152
1974-02-15,405,672,405,437
1974-02-16,715,715,715,715
1974-02-17,401,831,401,733
1974-02-18,229,229,229,229
1974-02-19,464,464,9,252
1974-02-20,232,440,97,248
1974-02-21,666,666,250,643
1974-02-22,998,998,140,683
1974-02-23,712,847,712,752
1974-02-24,135,975,135,228
1974-02-25,764,925,265,399
1974-02-26,425,652,425,538
1974-02-27,420,420,420,420
1974-02-28,42,651,42,625
1974-03-01,832,832,545,562
1974-03-02,534,534,534,534
1974-03-03,550,550,550,550
1974-03-04,890,941,798,920
1974-03-05,261,684,101,115
1974-03-06,249,605,249,425
1974-03-07,949,949,949,949
1974-03-08,151,936,151,716
1974-03-09,873,873,659,782
1974-03-10,531,531,377,398
1974-03-11,894,894,770,803
1974-03-12,206,770,71,83
1974-03-13,80,740,80,314
1974-03-14,97,487,97,382
1974-03-15,148,605,42,429
1974-03-16,439,626,329,411
1974-03-17,123,395,112,172
1974-03-18,419,419,419,419
1974-03-19,472,729,409,620
1974-03-20,53,53,53,53
1974-03-21,284,284,37,129
1974-03-22,238,238,238,238
1974-03-23,633,633,565,625
1974-03-24,836,836,836,836
1974-03-25,223,649,223,252
1974-03-26,462,462,462,462
1974-03-27,211,641,211,412
1974-03-28,976,976,410,916
1974-03-29,794,794,794,794
1974-03-30,963,963,672,950
1974-03-31,366,449,22,205
1974-04-01,598,598,238,561
1974-04-02,499,899,449,658
1974-04-03,535,789,535,587
1974-04-04,108,149,108,127
1974-04-05,994,994,435,484
1974-04-06,568,568,410,473
1974-04-07,278,278,278,278
1974-04-08,924,924,851,915
1974-04-09,626,626,354,526
1974-04-10,504,504,41,291
1974-04-11,818,818,382,639
1974-04-12,845,845,550,726
1974-04-13,453,453,443,448
1974-04-14,782,782,782,782
1974-04-15,3,64,3,16
1974-04-16,932,932,820,926
1974-04-17,827,827,764,788
1974-04-18,994,994,551,994
1974-04-19,89,640,89,351
1974-04-20,608,608,407,489
1974-04-21,959,959,179,706
1974-04-22,849,849,805,821
1974-04-23,159,579,159,458
1974-04-24,166,200,166,166
1974-04-25,579,579,179,234
1974-04-26,869,869,9,267
1974-04-27,154,886,154,479
1974-04-28,521,521,521,521
1974-04-29,723,723,47,707
1974-04-30,209,209,209,209
1974-05-01,227,290,227,240
1974-05-02,751,751,654,724
1974-05-03,904,904,695,733
1974-05-04,141,366,141,245
1974-05-05,254,366,254,326
1974-05-06,349,349,119,285
1974-05-07,225,308,225,233
1974-05-08,755,755,755,755
1974-05-09,425,425,425,425
1974-05-10,735,864,735,812
1974-05-11,883,883,184,210
1974-05-12,105,613,27,612
1974-05-13,603,952,81,217
1974-05-14,843,843,314,685
1974-05-15,301,301,301,301
1974-05-16,824,824,824,824
1974-05-17,15,672,15,523
1974-05-18,696,696,401,583
1974-05-19,116,996,116,459
1974-05-20,219,219,219,219
1974-05-21,183,625,183,585
1974-05-22,224,224,224,224
1974-05-23,679,679,679,679
1974-05-24,726,726,374,704
1974-05-25,170,686,170,650
1974-05-26,261,403,261,396
1974-05-27,804,804,804,804
1974-05-28,242,544,178,220
1974-05-29,983,983,153,783
1974-05-30,73,254,73,141
1974-05-31,212,284,212,245
1974-06-01,937,937,591,888
1974-06-02,395,395,97,228
1974-06-03,587,703,587,667
1974-06-04,691,691,568,622
1974-06-05,735,919,21,388
1974-06-06,967,967,498,819
1974-06-07,997,997,660,848
1974-06-08,639,732,489,529
1974-06-09,694,694,694,694
1974-06-10,411,592,185,485
1974-06-11,531,743,361,711
1974-06-12,282,500,282,282
1974-06-13,451,861,358,692
1974-06-14,212,212,144,207
1974-06-15,307,752,307,451
1974-06-16,603,680,603,617
1974-06-17,855,855,681,683
1974-06-18,221,221,221,221
1974-06-19,323,416,323,323
1974-06-20,590,590,57,342
1974-06-21,53,126,53,82
1974-06-22,908,908,380,443
1974-06-23,811,811,351,807
1974-06-24,322,339,322,337
1974-06-25,465,862,465,787
1974-06-26,301,499,301,358
1974-06-27,367,388,50,121
1974-06-28,356,356,222,240
1974-06-29,57,486,57,445
1974-06-30,580,591,580,581
1974-07-01,934,934,767,867
1974-07-02,443,643,366,492
1974-07-03,10,231,10,156
1974-07-04,21,639,21,254
1974-07-05,471,577,256,513
1974-07-06,670,704,670,681
1974-07-07,70,303,42,129
1974-07-08,371,621,371,379
1974-07-09,52,154,52,75
1974-07-10,797,797,634,718
1974-07-11,161,161,14,139
1974-07-12,212,565,212,295
1974-07-13,135,441,135,384
1974-07-14,535,705,438,681
1974-07-15,631,631,12,514
1974-07-16,328,328,328,328
1974-07-17,929,930,501,553
1974-07-18,938,938,23,559
1974-07-19,737,737,391,608
1974-07-20,889,889,366,733
1974-07-21,551,551,551,551
1974-07-22,32,238,32,105
1974-07-23,156,855,156,449
1974-07-24,602,602,59,179
1974-07-25,546,546,74,514
1974-07-26,459,591,459,497
1974-07-27,684,842,117,213
1974-07-28,753,753,520,528
1974-07-29,536,846,536,705
1974-07-30,472,768,199,458
1974-07-31,153,178,153,169
1974-08-01,291,291,291,291
1974-08-02,554,554,554,554
1974-08-03,411,411,411,411
1974-08-04,592,832,173,419
1974-08-05,206,206,206,206
1974-08-06,64,211,64,88
1974-08-07,957,957,829,857
1974-08-08,522,522,522,522
1974-08-09,730,730,86,414
1974-08-10,833,833,833,833
1974-08-11,694,694,694,694
1974-08-12,814,814,363,387
1974-08-13,764,764,493,558
1974-08-14,105,966,105,939
1974-08-15,770,770,398,457
1974-08-16,688,688,37,139
1974-08-17,745,745,418,575
1974-08-18,996,996,93,177
1974-08-19,859,859,12,212
